title,authors,pub_title,pub_date,pub_issuenum,start_page,subjects,citation,url,doc_id,dvi_type,image_url
Change from below,,The Times Literary Supplement,"March 27, 1992",4643,14,,"""Change from below."" The Times Literary Supplement, no. 4643, 27 Mar. 1992, p. 14. The Times Literary Supplement Historical Archive.",https://link.gale.com/apps/doc/EX1200466140/TLSH?u=linc74325&sid=gale_api&xid=f3e32f5d,GALE|EX1200466140,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/TLSH-1992-0327-0014']
News in Brief,,The Times,"October 9, 1976",59830,5,"['Agence France-Presse', 'Awoonor, Kofi']","""News in Brief."" Times, 9 Oct. 1976, p. 5. The Times Digital Archive.",https://link.gale.com/apps/doc/CS85294921/TTDA?u=linc74325&sid=gale_api&xid=924af556,GALE|CS85294921,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/0FFO-1976-OCT09-005']
Ghana refuses visa for trial observer,['By Our Foreign Staff'],The Times,"August 25, 1976",59791,4,"['Capital punishment', 'Awoonor, Kofi']","By Our Foreign Staff. ""Ghana refuses visa for trial observer."" Times, 25 Aug. 1976, p. 4. The Times Digital Archive.",https://link.gale.com/apps/doc/CS69697305/TTDA?u=linc74325&sid=gale_api&xid=eb083134,GALE|CS69697305,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/0FFO-1976-AUG25-004']
A is for Art,,The Times Literary Supplement,"March 24, 1972",3656,325,"['Awoonor, Kofi']","""A is for Art."" The Times Literary Supplement, no. 3656, 24 Mar. 1972, p. 325. The Times Literary Supplement Historical Archive.",https://link.gale.com/apps/doc/EX1200534529/TLSH?u=linc74325&sid=gale_api&xid=d901054a,GALE|EX1200534529,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/TLSH-1972-0324-0005']
Ghana military grant pardon to jailed poet,,The Times,"October 28, 1976",59846,9,"['Poets', 'Awoonor, Kofi']","""Ghana military grant pardon to jailed poet."" Times, 28 Oct. 1976, p. 9. The Times Digital Archive.",https://link.gale.com/apps/doc/CS151617372/TTDA?u=linc74325&sid=gale_api&xid=ca1635cd,GALE|CS151617372,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/0FFO-1976-OCT28-009']
Dr Muller arrives in Madagascar to sign £1.3m loan pact,,The Times,"November 20, 1970",58028,9,"['Muller, Hilgard']","""Dr Muller arrives in Madagascar to sign £1.3m loan pact."" Times, 20 Nov. 1970, p. 9. The Times Digital Archive.",https://link.gale.com/apps/doc/CS151221108/TTDA?u=linc74325&sid=gale_api&xid=221530b9,GALE|CS151221108,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/0FFO-1970-NOV20-009']
Dr Muller signs Madagascar loan agreement,,The Times,"November 21, 1970",58029,4,"['Muller, Hilgard']","""Dr Muller signs Madagascar loan agreement."" Times, 21 Nov. 1970, p. 4. The Times Digital Archive.",https://link.gale.com/apps/doc/CS68645749/TTDA?u=linc74325&sid=gale_api&xid=cb17ff9a,GALE|CS68645749,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/0FFO-1970-NOV21-004']
News in Brief,,The Times,"June 28, 1971",58210,6,,"""News in Brief."" Times, 28 June 1971, p. 6. The Times Digital Archive.",https://link.gale.com/apps/doc/CS102069468/TTDA?u=linc74325&sid=gale_api&xid=be66a05a,GALE|CS102069468,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/0FFO-1971-JUN28-006']
The Times Diary,['PHS'],The Times,"August 28, 1967",57031,6,"['United Nations', 'Ustinov, Peter']","PHS. ""The Times Diary."" Times, 28 Aug. 1967, p. 6. The Times Digital Archive.",https://link.gale.com/apps/doc/CS101412124/TTDA?u=linc74325&sid=gale_api&xid=dd993225,GALE|CS101412124,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/0FFO-1967-AUG28-006']
Reclaiming the mother tongue,['Chinweizu'],The Times Literary Supplement,"May 8, 1987",4388,499,,"Chinweizu. ""Reclaiming the mother tongue."" The Times Literary Supplement, no. 4388, 8 May 1987, p. 499. The Times Literary Supplement Historical Archive.",https://link.gale.com/apps/doc/EX1200171584/TLSH?u=linc74325&sid=gale_api&xid=47ec51ba,GALE|EX1200171584,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/TLSH-1987-0508-0023']
"Unfettered, Unfree","['Gerald Holyoake Moore', 'Moore (AKA)']",The Times Literary Supplement,"February 16, 1967",3390,125,,"Moore, Gerald Holyoake, and Moore (AKA). ""Unfettered, Unfree."" The Times Literary Supplement, no. 3390, 16 Feb. 1967, p. 125. The Times Literary Supplement Historical Archive.",https://link.gale.com/apps/doc/EX1200145450/TLSH?u=linc74325&sid=gale_api&xid=a8aa324b,GALE|EX1200145450,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/TLSH-1967-0216-0009']
What's good for the Luo,['Godfrey Lienhardt'],The Times Literary Supplement,"February 18, 1977",3910,186,,"Lienhardt, Godfrey. ""What's good for the Luo."" The Times Literary Supplement, no. 3910, 18 Feb. 1977, p. 186. The Times Literary Supplement Historical Archive.",https://link.gale.com/apps/doc/EX1200417417/TLSH?u=linc74325&sid=gale_api&xid=b0cc1aa3,GALE|EX1200417417,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/TLSH-1977-0218-0018']
"Akamba, Yoruba, Swahili","['Ulli Beier', 'Beier (AKA)']",The Times Literary Supplement,"March 23, 1967",3395,244,['University of Wisconsin Press'],"Beier, Ulli, and Beier (AKA). ""Akamba, Yoruba, Swahili."" The Times Literary Supplement, no. 3395, 23 Mar. 1967, p. 244. The Times Literary Supplement Historical Archive.",https://link.gale.com/apps/doc/EX1200146235/TLSH?u=linc74325&sid=gale_api&xid=639ff77f,GALE|EX1200146235,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/TLSH-1967-0323-0016']
Black man's burden,['Alastair Niven'],The Times Literary Supplement,"November 6, 1981",4101,1310,,"Niven, Alastair. ""Black man's burden."" The Times Literary Supplement, no. 4101, 6 Nov. 1981, p. 1310. The Times Literary Supplement Historical Archive.",https://link.gale.com/apps/doc/EX1200435467/TLSH?u=linc74325&sid=gale_api&xid=aa7aa790,GALE|EX1200435467,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/TLSH-1981-1106-0026']
From recent issues,,The Times Literary Supplement,"June 16, 1978",3976,679,,"""From recent issues."" The Times Literary Supplement, no. 3976, 16 June 1978, p. 679. The Times Literary Supplement Historical Archive.",https://link.gale.com/apps/doc/EX1200157619/TLSH?u=linc74325&sid=gale_api&xid=7679286d,GALE|EX1200157619,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/TLSH-1978-0616-0023']
In the Arms of the Prison,"['Gerald Holyoake Moore', 'G. Moore']",The Times Literary Supplement,"November 5, 1971",3636,1382,,"Moore, Gerald Holyoake, and G. Moore. ""In the Arms of the Prison."" The Times Literary Supplement, no. 3636, 5 Nov. 1971, p. 1382. The Times Literary Supplement Historical Archive.",https://link.gale.com/apps/doc/EX1200376623/TLSH?u=linc74325&sid=gale_api&xid=d073155d,GALE|EX1200376623,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/TLSH-1971-1105-0006']
Mr Okot p'bitek,,The Times,"July 23, 1982",61293,12,"[""p'Bitek, Okot""]","""Mr Okot p'bitek."" Times, 23 July 1982, p. 12. The Times Digital Archive.",https://link.gale.com/apps/doc/CS203786999/TTDA?u=linc74325&sid=gale_api&xid=fc008ace,GALE|CS203786999,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/0FFO-1982-JUL23-012']
Literature,['Alastair Niven'],The Times,"January 18, 1977",59910,IV,,"Niven, Alastair. ""Literature."" Times, 18 Jan. 1977, p. IV. The Times Digital Archive.",https://link.gale.com/apps/doc/CS503676978/TTDA?u=linc74325&sid=gale_api&xid=e8b5c4ef,GALE|CS503676978,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/0FFO-1977-JAN18-030']
Apartheid and Sport: The Logic of Denis Howell's Approach,['Joe Rogaly'],Financial Times,"October 21, 1969","24,981",22,['Apartheid'],"Rogaly, Joe. ""Apartheid and Sport: The Logic of Denis Howell's Approach."" Financial Times, 21 Oct. 1969, p. 22. Financial Times Historical Archive.",https://link.gale.com/apps/doc/HS2302907917/FTHA?u=linc74325&sid=gale_api&xid=740b949d,GALE|HS2302907917,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/FTDA-1969-1021-0022']
These tarnished Olympics,"['J B Nickles', 'John Davies', 'A F Robinson', 'E R Edmett', 'Richard Nemeth', 'H N Ginns', 'M E Page', 'F Francis']",The Sunday Times,"August 1, 1976",7990,23,,"Nickles, J B, et al. ""These tarnished Olympics."" Sunday Times, 1 Aug. 1976, p. 23. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/FP1802369580/STHA?u=linc74325&sid=gale_api&xid=d2482d43,GALE|FP1802369580,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-1976-0801-0023']
Inside track,,The Sunday Times,"February 28, 1971",7708,22,,"""Inside track."" Sunday Times, 28 Feb. 1971, p. 22. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/FP1801045809/STHA?u=linc74325&sid=gale_api&xid=f74797ce,GALE|FP1801045809,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-1971-0228-0022']
Mr Hain aims for Springboks' Achilles heel,['Michael Moynihan'],The Sunday Times,"November 9, 1969",7641,24,,"Moynihan, Michael. ""Mr Hain aims for Springboks' Achilles heel."" Sunday Times, 9 Nov. 1969, p. 24. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/FP1801683575/STHA?u=linc74325&sid=gale_api&xid=71c71410,GALE|FP1801683575,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-1969-1109-0024']
Catalogue of the ridiculous,['Nadine Gordimer'],The Times,"July 2, 1975",59437,11,['Catalogs'],"Gordimer,, Nadine. ""Catalogue of the ridiculous."" Times, 2 July 1975, p. 11. The Times Digital Archive.",https://link.gale.com/apps/doc/CS185433314/TTDA?u=linc74325&sid=gale_api&xid=a54acc68,GALE|CS185433314,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/0FFO-1975-JUL02-011']
Domestic Situations,,The Times,"July 24, 1970",57926,17,,"""Domestic Situations."" Times, 24 July 1970, p. 17. The Times Digital Archive.",https://link.gale.com/apps/doc/CS285438712/TTDA?u=linc74325&sid=gale_api&xid=a49d8380,GALE|CS285438712,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/0FFO-1970-JUL24-017']
Montreal And Denver Chosen,['JOHN HENNESSY'],The Times,"May 13, 1970",57868,14,,"HENNESSY, JOHN. ""Montreal And Denver Chosen."" Times, 13 May 1970, p. 14. The Times Digital Archive.",https://link.gale.com/apps/doc/CS235893421/TTDA?u=linc74325&sid=gale_api&xid=19920349,GALE|CS235893421,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/0FFO-1970-MAY13-014']
Non-whites harbour deep suspicion,,The Times,"February 6, 1970",57787,14,"['Sports associations', 'Cricket (Sport)']","""Non-whites harbour deep suspicion."" Times, 6 Feb. 1970, p. 14. The Times Digital Archive.",https://link.gale.com/apps/doc/CS236155462/TTDA?u=linc74325&sid=gale_api&xid=9b02d37a,GALE|CS236155462,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/0FFO-1970-FEB06-014']
18-Month Sentence On Brutus,['FROM OUR CORRESPONDENT'],The Times,"January 10, 1964",55905,9,,"FROM OUR CORRESPONDENT. ""18-Month Sentence On Brutus."" Times, 10 Jan. 1964, p. 9. The Times Digital Archive.",https://link.gale.com/apps/doc/CS151873066/TTDA?u=linc74325&sid=gale_api&xid=86db7e79,GALE|CS151873066,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/0FFO-1964-JAN10-009']
US Negroes asked to boycott Games,['NEIL ALLEN'],The Times,"September 26, 1967",57056,13,,"ALLEN, NEIL. ""US Negroes asked to boycott Games."" Times, 26 Sept. 1967, p. 13. The Times Digital Archive.",https://link.gale.com/apps/doc/CS218328378/TTDA?u=linc74325&sid=gale_api&xid=4b239b18,GALE|CS218328378,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/0FFO-1967-SEP26-013']
Gardening,,The Times,"July 25, 1970",57927,9,,"""Gardening."" Times, 25 July 1970, p. 9. The Times Digital Archive.",https://link.gale.com/apps/doc/CS151352057/TTDA?u=linc74325&sid=gale_api&xid=5918224b,GALE|CS151352057,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/0FFO-1970-JUL25-009']
19 nations join in Olympics protest,['Neil Allen'],The Times,"July 20, 1976",59760,1,['International Olympic Committee'],"Allen, Neil. ""19 nations join in Olympics protest."" Times, 20 July 1976, p. 1. The Times Digital Archive.",https://link.gale.com/apps/doc/CS17792756/TTDA?u=linc74325&sid=gale_api&xid=d80dc405,GALE|CS17792756,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/0FFO-1976-JUL20-001']
Kidnap plot warning to cricket club,,The Times,"April 30, 1970",57857,2,"['Kidnapping', 'Cricket (Sport)']","""Kidnap plot warning to cricket club."" Times, 30 Apr. 1970, p. 2. The Times Digital Archive.",https://link.gale.com/apps/doc/CS34697886/TTDA?u=linc74325&sid=gale_api&xid=f686cff9,GALE|CS34697886,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/0FFO-1970-APR30-002']
Boycott threat to Games,['NEIL ALLEN'],The Times,"April 24, 1970",57852,1,,"ALLEN, NEIL. ""Boycott threat to Games."" Times, 24 Apr. 1970, p. 1. The Times Digital Archive.",https://link.gale.com/apps/doc/CS17658520/TTDA?u=linc74325&sid=gale_api&xid=59256e8c,GALE|CS17658520,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/0FFO-1970-APR24-001']
Countries wait to see if they can compete,['Neil Allen'],The Times,"July 20, 1976",59760,7,,"Allen, Neil. ""Countries wait to see if they can compete."" Times, 20 July 1976, p. 7. The Times Digital Archive.",https://link.gale.com/apps/doc/CS117931764/TTDA?u=linc74325&sid=gale_api&xid=5fddcf73,GALE|CS117931764,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/0FFO-1976-JUL20-007']
S Africa expelled from Olympics,['JOHN HENNESSY'],The Times,"May 16, 1970",57871,1,,"HENNESSY, JOHN. ""S Africa expelled from Olympics."" Times, 16 May 1970, p. 1. The Times Digital Archive.",https://link.gale.com/apps/doc/CS18182832/TTDA?u=linc74325&sid=gale_api&xid=90fed800,GALE|CS18182832,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/0FFO-1970-MAY16-001']
Competitors' dreams destroyed by their governments,['Neil Allen'],The Times,"July 19, 1976",59759,6,,"Allen, Neil. ""Competitors' dreams destroyed by their governments."" Times, 19 July 1976, p. 6. The Times Digital Archive.",https://link.gale.com/apps/doc/CS100892403/TTDA?u=linc74325&sid=gale_api&xid=ba021828,GALE|CS100892403,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/0FFO-1976-JUL19-006']
In brief,,The Times Literary Supplement,"June 3, 1988",4444,616,,"""In brief."" The Times Literary Supplement, no. 4444, 3 June 1988, p. 616. The Times Literary Supplement Historical Archive.",https://link.gale.com/apps/doc/EX1200455034/TLSH?u=linc74325&sid=gale_api&xid=4bcf1346,GALE|EX1200455034,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/TLSH-1988-0603-0016']
Ways into Africa,"['Ulli Beier', 'Professor Ulli [added above]; BEIER [sic] ; University of Papua New Guinea, Box 1194, Buroko, Burock, Papua New Guinea (AKA)']",The Times Literary Supplement,"January 2, 1969",3488,8,"['Laurence, Margaret']","Beier, Ulli, and Professor Ulli [added above]; BEIER [sic] ; University of Papua New Guinea, Box 1194, Buroko, Burock, Papua New Guinea (AKA). ""Ways into Africa."" The Times Literary Supplement, no. 3488, 2 Jan. 1969, p. 8. The Times Literary Supplement Historical Archive.",https://link.gale.com/apps/doc/EX1200533017/TLSH?u=linc74325&sid=gale_api&xid=a6a55fb6,GALE|EX1200533017,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/TLSH-1969-0102-0008']
Conversations in Biafra,,The Sunday Times,"July 27, 1969",7626,13,,"""Conversations in Biafra."" Sunday Times, 27 July 1969, p. 13. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/FP1802681680/STHA?u=linc74325&sid=gale_api&xid=042c647b,GALE|FP1802681680,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-1969-0727-0013']
Avant ou a Rebours?,['Gerald Holyoake Moore'],The Times Literary Supplement,"September 3, 1964",3262,809,,"Moore, Gerald Holyoake. ""Avant ou a Rebours?"" The Times Literary Supplement, no. 3262, 3 Sept. 1964, p. 809. The Times Literary Supplement Historical Archive.",https://link.gale.com/apps/doc/EX1200532174/TLSH?u=linc74325&sid=gale_api&xid=aec53979,GALE|EX1200532174,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/TLSH-1964-0903-0037']
paper-backs,,The Times Literary Supplement,"April 13, 1973",3710,428,,"""paper-backs."" The Times Literary Supplement, no. 3710, 13 Apr. 1973, p. 428. The Times Literary Supplement Historical Archive.",https://link.gale.com/apps/doc/EX1200388972/TLSH?u=linc74325&sid=gale_api&xid=bcedca40,GALE|EX1200388972,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/TLSH-1973-0413-0024']
Heinemann,,The Sunday Times,"June 8, 1958",7047,7,,"""Heinemann."" Sunday Times, 8 June 1958, p. 7. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/FP1800672400/STHA?u=linc74325&sid=gale_api&xid=af273a7d,GALE|FP1800672400,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-1958-0608-0007']
BOOKS OF THE 1960s-2,,The Times Literary Supplement,"September 16, 1965",3316,812,,"""BOOKS OF THE 1960s-2."" The Times Literary Supplement, no. 3316, 16 Sept. 1965, p. 812. The Times Literary Supplement Historical Archive.",https://link.gale.com/apps/doc/EX1200337740/TLSH?u=linc74325&sid=gale_api&xid=27d005f9,GALE|EX1200337740,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/TLSH-1965-0916-0028']
Orpheus in Africa,"['David Wathen Stather Hunt', 'D. HUNT']",The Times Literary Supplement,"April 29, 1965",3296,323,,"Hunt, David Wathen Stather, and D. HUNT. ""Orpheus in Africa."" The Times Literary Supplement, no. 3296, 29 Apr. 1965, p. 323. The Times Literary Supplement Historical Archive.",https://link.gale.com/apps/doc/EX1200336466/TLSH?u=linc74325&sid=gale_api&xid=776f234b,GALE|EX1200336466,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/TLSH-1965-0429-0003']
"The Power of Print, II: What Do African Intellectuals Read?",['Chinua Achebe'],The Times Literary Supplement,"May 12, 1972",3663,547,,"Achebe, Chinua. ""The Power of Print, II: What Do African Intellectuals Read?"" The Times Literary Supplement, no. 3663, 12 May 1972, p. 547. The Times Literary Supplement Historical Archive.",https://link.gale.com/apps/doc/EX1200380792/TLSH?u=linc74325&sid=gale_api&xid=842f8b1e,GALE|EX1200380792,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/TLSH-1972-0512-0015']
Writing in West Africa: A Chance to Adapt and to Experiment,"['Ulli Beier', 'BEIER OLLI']",The Times Literary Supplement,"August 10, 1962",3154,570,['School construction'],"Beier, Ulli, and BEIER OLLI. ""Writing in West Africa: A Chance to Adapt and to Experiment."" The Times Literary Supplement, no. 3154, 10 Aug. 1962, pp. 570+. The Times Literary Supplement Historical Archive.",https://link.gale.com/apps/doc/EX1200325446/TLSH?u=linc74325&sid=gale_api&xid=7ac1b1af,GALE|EX1200325446,NewsPaper,"['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/TLSH-1962-0810-0006', 'https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/TLSH-1962-0810-0007']"
Through the Drum,"['Gerald Holyoake Moore', 'G. Moore']",The Times Literary Supplement,"December 29, 1972",3695,1573,,"Moore, Gerald Holyoake, and G. Moore. ""Through the Drum."" The Times Literary Supplement, no. 3695, 29 Dec. 1972, p. 1573. The Times Literary Supplement Historical Archive.",https://link.gale.com/apps/doc/EX1200386452/TLSH?u=linc74325&sid=gale_api&xid=836ed343,GALE|EX1200386452,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/TLSH-1972-1229-0005']
"Lingua Franca, Lingua Poetica","['Derwent J. May', 'D. MAY']",The Times Literary Supplement,"September 16, 1965",3316,787,,"May, Derwent J., and D. MAY. ""Lingua Franca, Lingua Poetica."" The Times Literary Supplement, no. 3316, 16 Sept. 1965, p. 787. The Times Literary Supplement Historical Archive.",https://link.gale.com/apps/doc/EX1200337631/TLSH?u=linc74325&sid=gale_api&xid=44c43b55,GALE|EX1200337631,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/TLSH-1965-0916-0003']
- And Story,"['Gerald Holyoake Moore', 'G. MOORE']",The Times Literary Supplement,"April 1, 1965",3292,252,,"Moore, Gerald Holyoake, and G. MOORE. ""- And Story."" The Times Literary Supplement, no. 3292, 1 Apr. 1965, p. 252. The Times Literary Supplement Historical Archive.",https://link.gale.com/apps/doc/EX1200336192/TLSH?u=linc74325&sid=gale_api&xid=93c6891b,GALE|EX1200336192,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/TLSH-1965-0401-0008']
In Two Nigerian Villages,"['Thomas Hinde', 'T. HINDE']",The Times Literary Supplement,"September 17, 1964",3264,853,"['Nwankwo, Nkem']","Hinde, Thomas, and T. HINDE. ""In Two Nigerian Villages."" The Times Literary Supplement, no. 3264, 17 Sept. 1964, p. 853. The Times Literary Supplement Historical Archive.",https://link.gale.com/apps/doc/EX1200334331/TLSH?u=linc74325&sid=gale_api&xid=792c1506,GALE|EX1200334331,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/TLSH-1964-0917-0005']
Literature as Symptom?,"['John William Mills Willett', 'J. WILLETT']",The Times Literary Supplement,"January 11, 1963",3176,25,,"Willett, John William Mills, and J. WILLETT. ""Literature as Symptom?"" The Times Literary Supplement, no. 3176, 11 Jan. 1963, p. 25. The Times Literary Supplement Historical Archive.",https://link.gale.com/apps/doc/EX1200130705/TLSH?u=linc74325&sid=gale_api&xid=ecabe609,GALE|EX1200130705,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/TLSH-1963-0111-0009']
Literary impact on world scene,,The Times,"September 30, 1970",57984,IX,,"""Literary impact on world scene."" Times, 30 Sept. 1970, p. IX. The Times Digital Archive.",https://link.gale.com/apps/doc/CS620983102/TTDA?u=linc74325&sid=gale_api&xid=089a564d,GALE|CS620983102,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/0FFO-1970-SEP30-037']
Zulfikar Ghose,['Zulfikar Ghose'],The Times Literary Supplement,"August 10, 1962",3154,569,,"Ghose, Zulfikar. ""Zulfikar Ghose."" The Times Literary Supplement, no. 3154, 10 Aug. 1962, p. 569. The Times Literary Supplement Historical Archive.",https://link.gale.com/apps/doc/EX1200325445/TLSH?u=linc74325&sid=gale_api&xid=f1982cef,GALE|EX1200325445,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/TLSH-1962-0810-0005']
Zulfikar Ghose,['Zulfikar Ghose'],The Times Literary Supplement,"August 10, 1962",3154,569,,"Ghose, Zulfikar. ""Zulfikar Ghose."" The Times Literary Supplement, no. 3154, 10 Aug. 1962, p. 569. The Times Literary Supplement Historical Archive.",https://link.gale.com/apps/doc/EX1200325445/TLSH?u=linc74325&sid=gale_api&xid=f1982cef,GALE|EX1200325445,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/TLSH-1962-0810-0005']
Commentary,,The Times Literary Supplement,"October 2, 1969",3527,1128,,"""Commentary."" The Times Literary Supplement, no. 3527, 2 Oct. 1969, p. 1128. The Times Literary Supplement Historical Archive.",https://link.gale.com/apps/doc/EX1200361533/TLSH?u=linc74325&sid=gale_api&xid=a47fb693,GALE|EX1200361533,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/TLSH-1969-1002-0012']
Far removed,"['Fraser, Robert']",The Times Literary Supplement,"November 5, 2010",5614,29,,"Fraser, Robert. ""Far removed."" The Times Literary Supplement, no. 5614, 5 Nov. 2010, p. 29. The Times Literary Supplement Historical Archive.",https://link.gale.com/apps/doc/EX1200554770/TLSH?u=linc74325&sid=gale_api&xid=11c71b80,GALE|EX1200554770,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/TLSH-2010-1105-0029']
One World in Four Volumes,"['G. S. Fraser', 'G. S. Fraser']",The Times Literary Supplement,"July 7, 1972",3671,780,,"Fraser, G. S., and G. S. Fraser. ""One World in Four Volumes."" The Times Literary Supplement, no. 3671, 7 July 1972, p. 780. The Times Literary Supplement Historical Archive.",https://link.gale.com/apps/doc/EX1200382242/TLSH?u=linc74325&sid=gale_api&xid=b6af4cd2,GALE|EX1200382242,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/TLSH-1972-0707-0020']
Oxford University Press,,The Times Literary Supplement,"June 4, 1971",3614,639,,"""Oxford University Press."" The Times Literary Supplement, no. 3614, 4 June 1971, p. 639. The Times Literary Supplement Historical Archive.",https://link.gale.com/apps/doc/EX1200372935/TLSH?u=linc74325&sid=gale_api&xid=1438ff7b,GALE|EX1200372935,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/TLSH-1971-0604-0007']
New writers emerge after the 'big sleep',['Parselelo Kantai'],Financial Times,"June 24, 2008","36,726",20,,"Kantai, Parselelo. ""New writers emerge after the 'big sleep'."" Nigeria. Financial Times, 24 June 2008, p. 20. Financial Times Historical Archive.",https://link.gale.com/apps/doc/HS2307145696/FTHA?u=linc74325&sid=gale_api&xid=9de1070c,GALE|HS2307145696,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/FTDA-2008-0624-0060']
The Times Literary Supplement,,The Times Literary Supplement,"July 27, 1973",3725,888,,"""The Times Literary Supplement."" The Times Literary Supplement, no. 3725, 27 July 1973, p. 888. The Times Literary Supplement Historical Archive.",https://link.gale.com/apps/doc/EX1200391337/TLSH?u=linc74325&sid=gale_api&xid=f2e40201,GALE|EX1200391337,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/TLSH-1973-0727-0044']
Leading source for Negro art,['Kaye Whiteman'],The Times,"October 1, 1971",58287,VII,['Festivals'],"Whiteman, Kaye. ""Leading source for Negro art."" Times, 1 Oct. 1971, p. VII. The Times Digital Archive.",https://link.gale.com/apps/doc/CS655062337/TTDA?u=linc74325&sid=gale_api&xid=473b6682,GALE|CS655062337,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/0FFO-1971-OCT01-039']
