"airtableID","title","Unique ID","Article title","Document type","Article Date (formatted)","[publication]","publisher","Source page no","Source link","Gale ID","Source access date","rights_holder","[archive]","Excerpt","works","[events]","subjects","Tags","Notes","Permissions","[news item roles]","Completion Status","person","contributor.name","creator.name","topics-decade","commentaries_relation","Related Event Omeka ID","Contributor Omeka ID","Publication Internal ID","site section"
"","Rhymes and Punishment (2009-08-23)","apdp.news.000348","Rhymes and Punishment","Critical Article","2009-08-23","['recd5QaydfA6Ls4RM']","[""The Sunday Times""]","24-25","https://link.gale.com/apps/doc/NVIGTU594248095/STHA?u=linc74325&sid=gale_api&xid=d31199bc","GALE|NVIGTU594248095","2024-06-26","[""The Sunday Times Historical Archive""]","['rec5hnSzuyYB34qhu']","""The title of her new album is taken from one of the landmarks of Nigerian literature, a novel of the same name by Chinua Achebe.""","","","",""," - ","© Times Newspapers Limited.","['recCqVIHpdDzdJt4N', 'rec85E0w6yfr4NJK5', 'recnGAJenYshPsovT', 'recldBWtH0O2C0kmg']","Publish","""[Edwards, Mark]()|Reporter;;;[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Writer;;;[Egbuna, Nneka]()|Musician;;;[Saro-Wiwa, Ken](apdp.person.itn.000816)|Writer""","[""Achebe, Chinua 'Albert Chinualumogu'"", ""Saro-Wiwa, Ken""]","","2000","","","","[""apdp.publication.000003""]",""
"","Rower fails to conquer Pacific (1983-06-15)","apdp.news.000290","Rower fails to conquer Pacific","News Report","1983-06-15","['rec3qJ9cAS12R9eSf']","[""The Times""]","5","https://link.gale.com/apps/doc/CS85691599/TTDA?u=linc74325&sid=gale_api&xid=0d9e19c4","GALE|CS85691599","2024-06-26","[""The Times Digital Archive""]","['recIReHwRKnt2RoPo']","Full Text: ""Ghana Sackings. Accra (AFP) - In a Ghana Cabinet reshuffle, two ministers were dismissed, Mr Johnny Hansen (Labour and Social Welfare) and Mr [sic] Ama Ata Aidoo (Education). They are replaced, respectively, by Mr Ato Austin (formerly Information) and Mr U. C. Dadson.""","","['recTAxX8SvybpkE1I']","""[Ghana cabinet reshuffle](apdp.event.000066)""","[""politics""]"," - ","© Times Newspapers Limited.","['recKUJukcc4jfdLLt', 'reckWeLOwfcOLEk1u', 'rec7EcnRNUTrAbqo2', 'recAkpOu7GuSuhttb']","Publish","""[Aidoo, Ama Ata 'Christina'](apdp.person.itn.000708)|Poet;;;[Hansen, Johnny]()|Politician;;;[Austin, Ato]()|Politician;;;[Dadson, U. C.]()|Politician""","[""Aidoo, Ama Ata 'Christina'""]","","1980","","","","[""apdp.publication.000005""]",""
"","Roy Campbell honoured (1967-04-25)","apdp.news.000061","Roy Campbell honoured","News Report","1967-04-25","['rec3qJ9cAS12R9eSf']","[""The Times""]","p. 4","http://link.galegroup.com/apps/doc/CS67726489/GDCS?u=linc74325&sid=GDCS&xid=6367c24c","GALE|CS67726489","2019-06-29","[""The Times Digital Archive""]","['recIReHwRKnt2RoPo']","Mr. Francois Viljoen, the South African Ambassador in Lisbon, has laid a wreath on the grave of Roy Campbell, the poet who was killed in a motor accident in Lisbon 10 years ago today.
Roy Campbell, one of South Africa's outstanding poets, spent the latter years of his life in Portugal. He fought on the Nationalist side in the Spanish Civil War.","","['rec4WuERtWfsBvdLY']","""[10 Year Commemoration of Roy Campbell](apdp.event.000026)""","[""death"", ""accident"", ""commemoration"", ""south africa""]"," - ","© Times Newspapers Limited.","['recAGq48Uy0Io1EDe', 'recSgYm1EK7RzLFF7', 'rec3ruFvgbwjZ4w70']","Publish","""[Campbell, Roy](apdp.person.itn.000514)|Mentioned Poet;;;[Campbell, Roy](apdp.person.itn.000514)|Poet;;;[Viljoen, Francois]()|Politician""","[""Campbell, Roy"", ""Campbell, Roy""]","","1960","","","","[""apdp.publication.000005""]",""
"","Royal Festival Hall (1970-04-19)","apdp.news.000366","Royal Festival Hall","Advertisement","1970-04-19","['recd5QaydfA6Ls4RM']","[""The Sunday Times""]","28","https://link.gale.com/apps/doc/FP1800800396/STHA?u=linc74325&sid=gale_api&xid=af9e16ae","GALE|FP1800800396","2024-06-26","[""The Sunday Times Historical Archive""]","['rec5hnSzuyYB34qhu']","""Sunday 28 April 7 p.m. Variety Poetry""","","","","[""festival""]"," - ","© Times Newspapers Limited.","","Publish","","","","1970","","","","[""apdp.publication.000003""]",""
"","Rumbustious Start to Festival (1965-09-15)","apdp.news.000131","Rumbustious Start to Festival","News Report","1965-09-15","['rec3qJ9cAS12R9eSf']","[""The Times""]","p. 14","http://link.galegroup.com/apps/doc/CS236153135/GDCS?u=linc74325&sid=GDCS&xid=e8879b66","GALE|CS236153135","2019-06-29","[""The Times Digital Archive""]","['recIReHwRKnt2RoPo']","The drama side of the Commonwealth Arts Festival certainly gets off to a rumbustious start with this play by the young Nigerian writer, Wole Soyinka. Rambling and discursive though it is, it exercises a weird fascination. Set in a tumbledown drivers' haven in Nigerian, it shows the dominance of the road over the inhabitants. It can either provide them with a precarious livelihood or confront them with gruesome death... Mr. Soyinka shows that he has a gift for naturalistic dialogue, flecked with bright imagery, and a sharp eye for character...","","['reclHvpwkyG9VJGHv']","""[Commonwealth Arts Festival 1965](apdp.event.000025)""","[""festival"", ""drama""]"," - ","© Times Newspapers Limited.","['recWlz6NKt27zAUSl', 'rec2CYV2zH4w9xULA', 'recKRHYS6TW2o2TwZ', 'reccI7fCVKwGKFiP6']","Publish","""[Thompson, David]()|Artist;;;[Jonson, Bari]()|Artist;;;[Walker, Rudolph]()|Artist;;;[Soyinka , Wole 'Akinwande Oluwole Babatunde'](apdp.person.itn.000930)|Poet""","[""Soyinka , Wole 'Akinwande Oluwole Babatunde'""]","","1960","","","","[""apdp.publication.000005""]",""
"","S Africa expelled from Olympics (1970-05-16)","apdp.news.000212","S Africa expelled from Olympics","News Report","1970-05-16","['rec3qJ9cAS12R9eSf']","[""The Times""]","1","https://link.gale.com/apps/doc/CS18182832/TTDA?u=linc74325&sid=gale_api&xid=90fed800","GALE|CS18182832","2024-06-26","[""The Times Digital Archive""]","['recIReHwRKnt2RoPo']","[Excerpt]: ""South Africa were expelled from the Olympic movement on the best day of the International Olympic Committee congress here today. The voting was 35 for withdrawing recognition to 28 against, with three absentions... South Africa are thought to be the first country to suffer expulsio, though records here are not complete. The debate today lasted four hours. The case against South Africa was put by Abram Ordia (Nigeria) and Jean-Claude Ganga (Congo), representing the 39 countries of the Supreme Council for Sport in Africa. The case for South Africa was put by Mr. Frank Braun, president of the South African National Olympic Committee... The president of Sanroc, Mr. Denis Brutus, making a flying visit to Amsterdam in the middle of his struggle against the cricket tour of England, welcome the decision and thought the Cricket Council would be bound to be affected...""","","['recr1V8IDacsz5NCz']","""[South Africa expelled from Olympics Games](apdp.event.000024)""","[""apartheid"", ""protest"", ""boycott""]"," - ","© Times Newspapers Limited.","['recnoa5mrs4bbLHA8', 'recxRgVKC83x8WeHP', 'recnakPj54f5QuAbb', 'recMB5boGbES7bbIu', 'recB9TtmDegS2XDWz']","Publish","""[Brutus, Dennis Vincent](apdp.person.itn.000779)|Poet;;;[Hennessy, John]()|Reporter;;;[Ganga, Jean-Claude]()|Politician;;;[Braun, Frank Dirceu]()|Politician;;;[Ordia, Abraham]()|Politician""","[""Brutus, Dennis Vincent""]","","1970","","","","[""apdp.publication.000005""]",""
"","S. A. Professor Resigns (1973-06-22)","apdp.news.000072","S. A. Professor Resigns","News Report","1973-06-22","['recUJx63zIdeRzpEV']","[""Financial Times""]"," - ","http://link.galegroup.com/apps/doc/HS2300986965/GDCS?u=linc74325&sid=GDCS&xid=cfc90128","GALE|HS2300986965","2019-06-29","[""Financial Times Historical Archive""]","['rec1JYumETGoKwKwp']","Mr. Adam Small, one of South Africa's leading Coloured intellectuals, has resigned his teaching post at the troubled University of the Western Cape, citing the enforced closure of the Coloured institution as one of his reasons.
The University has been closed since June 11 following student demonstrations against alleged restrictive rules and White domination in running the institution.","","['recOhxcRu4BXtE4ST']","""[University of Western Cape closed, student demonstrations](apdp.event.000023)""","[""apartheid"", ""protest""]"," - ","© The Financial Times Limited. All rights reserved.","['recqIb02VzZtN0fwV']","Publish","""[Small, Adam](apdp.person.itn.000479)|Poet""","[""Small, Adam""]","","1970","","","","[""apdp.publication.000002""]",""
"","Satellite, cable and digital (2003-03-02)","apdp.news.000336","Satellite, cable and digital","Radio Schedule","2003-03-02","['recd5QaydfA6Ls4RM']","[""The Sunday Times""]","74[S10]","https://link.gale.com/apps/doc/FP1803410729/STHA?u=linc74325&sid=gale_api&xid=58a7ea92","GALE|FP1803410729","2024-06-26","[""The Sunday Times Historical Archive""]","['rec5hnSzuyYB34qhu']","""12:25 Chinua Achebe profile""","","","",""," - ","© Times Newspapers Limited.","['recw4VOtb2YGIu5l0']","Publish","""[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Mentioned Poet""","[""Achebe, Chinua 'Albert Chinualumogu'""]","","2000","","","","[""apdp.publication.000003""]",""
"","Saturday 6 January (1995-12-31)","apdp.news.000028","Saturday 6 January","Radio Schedule","1995-12-31","['recd5QaydfA6Ls4RM']","[""The Sunday Times""]","51[S6]","https://link.gale.com/apps/doc/FP1801763386/STHA?u=linc74325&sid=gale_api&xid=68bc1206","GALE|FP1801763386","2024-06-26","[""The Sunday Times Historical Archive""]","['rec5hnSzuyYB34qhu']","9.25 Best Words. A reassessment of South African poet Roy Campbell.","","","",""," - ","© Times Newspapers Limited.","['recmhQJfARyiSjrp2', 'rec67GDw0FX5QfvH8']","Publish","""[Campbell, Roy](apdp.person.itn.000514)|Mentioned Poet;;;[Campbell, Roy](apdp.person.itn.000514)|Poet""","[""Campbell, Roy"", ""Campbell, Roy""]","","1990","","","","[""apdp.publication.000003""]",""
"","Scorning the sonnet (1983-09-16)","apdp.news.000013","Scorning the sonnet","Book Review","1983-09-16","['rechlrrQ3ggxkp9tc']","[""The Times Literary Supplement""]","996","https://link.gale.com/apps/doc/EX1200442182/TLSH?u=linc74325&sid=gale_api&xid=211500ed","GALE|EX1200442182","2024-06-26","[""The Times Literary Supplement Historical Archive""]","['recPtoWyYeZuupAcO']","Carlin writes of Goodwin's collection: ""The strength of the book is not Ken Goodwin's criticism...but the arrangement and explication of these ten poets according to a scheme which forms a socio-cultural description of African poetry. In this respect, Professor Goodwin is enlightening and instructive, for he places his poets... roughly in the order of their Africanness, their independence of European models."" ","""[Understanding African Poetry: A study of Ten Poets (1982)](apdp.work.000055)""","","","[""Francophone"", ""anglophone"", ""indigenous"", ""identity""]"," - ","© Times Newspapers Limited.","['recyl9HgF2Swfi5Tc', 'recfAg0Xeo7AIgmCT', 'recnXCiyrzXCLY9wN', 'recJ4sOM6WuMMDkgm', 'reclxYahOnMsYIuBC', 'reckUxIUhXx2JN2BY', 'reclUDaDUP8Qk5WKK', 'recACUTyhszxkovq5', 'recdhhsQxHpkAy9OZ', 'recJJFIgfOJJN3x60', 'recLXVyp5DW8yyBTc', 'recM7RP7PQYNkA7HL', 'recnjJItKdoFwf2kH', 'recplulzVyoqwgD3I', 'recLPRg7XuS3ksoLt', 'recAfaZQ75fdic3mN', 'recJx12wbCTyDuxQs', 'recKL7nxL0bFxO98a', 'recAstK4WzWtPTF6v', 'recODEBCqhgznJahQ', 'recJ79KIxNR2mjzjA', 'reczOtbaYZpWPy4HZ']","Publish","""[Brutus, Dennis Vincent](apdp.person.itn.000779)|Mentioned Poet;;;[Brutus, Dennis Vincent](apdp.person.itn.000779)|Article Author;;;[Okigbo, Christopher](apdp.person.itn.001150)|Mentioned Poet;;;[Okigbo, Christopher](apdp.person.itn.001150)|Article Author;;;[Clark, John Pepper 'J. P.'](apdp.person.itn.000828)|Mentioned Poet;;;[Clark, John Pepper 'J. P.'](apdp.person.itn.000828)|Article Author;;;[Awoonor-Williams, George Kofi Nyidevu 'Kofi Awoonor'](apdp.person.itn.001046)|Mentioned Poet;;;[Awoonor-Williams, George Kofi Nyidevu 'Kofi Awoonor'](apdp.person.itn.001046)|Article Author;;;[P'Bitek, Okot](apdp.person.itn.001284)|Mentioned Poet;;;[P'Bitek, Okot](apdp.person.itn.001284)|Article Author;;;[Okara, Gabriel](apdp.person.itn.000399)|Mentioned Poet;;;[Okara, Gabriel](apdp.person.itn.000399)|Article Author;;;[Brutus, Dennis Vincent](apdp.person.itn.000779)|Poet;;;[Okigbo, Christopher](apdp.person.itn.001150)|Poet;;;[Peters, Lenrie](apdp.person.itn.000030)|Poet;;;[Clark, John Pepper 'J. P.'](apdp.person.itn.000828)|Poet;;;[Liyong, Taban Lo](apdp.person.itn.001247)|Poet;;;[Awoonor-Williams, George Kofi Nyidevu 'Kofi Awoonor'](apdp.person.itn.001046)|Poet;;;[Okara, Gabriel](apdp.person.itn.000399)|Poet;;;[P'Bitek, Okot](apdp.person.itn.001284)|Poet;;;[Kunene, Mazisi 'Raymond'](apdp.person.itn.000699)|Poet;;;[Hopkins, Gerard Manley]()|Mentioned Poet;;;[Pound, Ezra]()|Mentioned Poet;;;[Eliot, Thomas Stearns 'T. S.']()|Mentioned Poet;;;[Thomas, Dylan]()|Mentioned Poet;;;[Carlin, M. M.]()|Critic;;;[Carlin, M. M.]()|Article Author;;;[Yeats, William Butler 'W. B.']()|Mentioned Poet;;;[Soyinka , Wole 'Akinwande Oluwole Babatunde'](apdp.person.itn.000930)|Mentioned Poet""","[""Brutus, Dennis Vincent"", ""Okigbo, Christopher"", ""Clark, John Pepper 'J. P.'"", ""Awoonor-Williams, George Kofi Nyidevu 'Kofi Awoonor'"", ""P'Bitek, Okot"", ""Okara, Gabriel"", ""Brutus, Dennis Vincent"", ""Okigbo, Christopher"", ""Peters, Lenrie"", ""Clark, John Pepper 'J. P.'"", ""Liyong, Taban Lo"", ""Awoonor-Williams, George Kofi Nyidevu 'Kofi Awoonor'"", ""Okara, Gabriel"", ""P'Bitek, Okot"", ""Kunene, Mazisi 'Raymond'"", ""Soyinka , Wole 'Akinwande Oluwole Babatunde'""]","[""Brutus, Dennis Vincent"", ""Okigbo, Christopher"", ""Clark, John Pepper 'J. P.'"", ""Awoonor-Williams, George Kofi Nyidevu 'Kofi Awoonor'"", ""P'Bitek, Okot"", ""Okara, Gabriel"", ""Carlin, M. M.""]","1980","""[Western Patronization: An Examination of 20th Century Critique of African Writing—a look at 3 TLS Articles. “Voice of the Poets,” by Patrick Dickinson, “The Chosen Tongue: English Writing InThe Tropical World” by Norman Jeffares, and “Scorning the Sonnet” by M.M. Carlin](apdp.commentary.000004);;;[A Commentary on M.M Carlin’s 1983 Book Review of Ken Goodwin’s “Understanding African Poetry: A study of Ten Poets”with a Focus on Soyinka.](apdp.commentary.000006);;;[Commentary on Jeremy Brooks’ Review of “Survive the Peace” by Cyprian Ekwensi and M.M. Carlin’s Review of “Understanding African Poetry” by Ken Goodwin, Referencing Christopher Okigbo ](apdp.commentary.000005)""","","","[""apdp.publication.000001""]",""
"","Season of African Plays (1966-06-17)","apdp.news.000141","Season of African Plays","Event Announcement","1966-06-17","['rec3qJ9cAS12R9eSf']","[""The Times""]","p. 8","http://link.galegroup.com/apps/doc/CS135097041/GDCS?u=linc74325&sid=GDCS&xid=b7620eff","GALE|CS135097041","2019-06-29","[""The Times Digital Archive""]","['recIReHwRKnt2RoPo']","Mr. Michael White and the African Music and Drama Trust are to present the I Jinle Company (The Transcription Centre Theatre Workshop) in three African plays, which will be performed in repertory for a season at the Hampstead Theatre Club from June 28. The plays are: The Trials of Brother Jero and The Strong Breed, both by Wole Soyinka, which will be performed as a double bill, opening June 28, and The Blood Knot by Athol Fugard, opening on June 30. Wole Soyinka is known in Nigeria and in Britain not only as a dramatic writer, but also as an actor and producer. His earlier play, The Road, a highlight of the Commonwealth Arts Festival last year, recently won the Drama Prize at the Negro Arts Festival in Dakar. The Trials of Brother Jero is a satirical comedy, featuring a cunning prophet (played by Zaikes Mokae), whose brand of Christianity works to his own advantage. The Strong Breed is about a savage New Year ritual and the search for a scapegoat. The leads are played by Femi Euba and Rosetta N'wanzoke.","","['reclHvpwkyG9VJGHv']","""[Commonwealth Arts Festival 1965](apdp.event.000025)""","[""festival"", ""prize"", ""drama""]"," - ","© Times Newspapers Limited.","['recbIdrXFymt7lI5e', 'rec4hcDb84zc8vBFp', 'rechWNU1En1dxoZ7E', 'recTXkuWtN1fNGeQX', 'rec0VTp9BKjEJ5P66', 'recI7K40Aq30QQCSB']","Publish","""[White, Michael]()|Civilian;;;[Fugard, Athol]()|Writer;;;[Mokae, Zakes Makgona]()|Artist;;;[Euba, Femi]()|Artist;;;[N'wanzoke, Rosetta]()|Writer;;;[Soyinka , Wole 'Akinwande Oluwole Babatunde'](apdp.person.itn.000930)|Poet""","[""Soyinka , Wole 'Akinwande Oluwole Babatunde'""]","","1960","""[Wole Soyinka in The Times Advertisements and Announcements between 1965 and 1983](apdp.commentary.000003)""","","","[""apdp.publication.000005""]",""
"","Second Crop (1967-03-23)","apdp.news.000291","Second Crop","Book Review","1967-03-23","['rechlrrQ3ggxkp9tc']","[""The Times Literary Supplement""]","244","https://link.gale.com/apps/doc/EX1200146236/TLSH?u=linc74325&sid=gale_api&xid=bbe658fb","GALE|EX1200146236","2024-06-26","[""The Times Literary Supplement Historical Archive""]","['recPtoWyYeZuupAcO']","A. Moore reviews ""African Writing Today,"" an anthology edited by Ezekiel Mphahlele. Excerpt: ""In a field where the number of anthologies threatens to outstrip the output of original work, where the same stories and poems tend to crop up again and again, and where collection of texts is too often offered as a substitute for critical evaluation, the appearance of a new anthology seems to present a suitable occasion for demanding the purpose of it all... At the other end of Africa, Ama Ata Aidoo of Ghana discovers her [compassion] by feeling for the thread of their speech as it strives to catch hold of meaning in a dark stream of events...""","""[African Writing Today (1967)](apdp.work.000054)""","","",""," - ","","['recDCFUSaQfOpgXOL', 'recpfxW5y6LKmx36A', 'rectmu4oEFDaRVO4a', 'rec5JCRKgVdPT3v4d', 'rectALaEtS4WE8mCa']","Publish","""[Mphahlele, Ezekiel 'Es'kia']()|Editor;;;[Moore, A.]()|Critic;;;[Moore, A.]()|Article Author;;;[Honwana, Luis Bernardo]()|Writer;;;[Aidoo, Ama Ata 'Christina'](apdp.person.itn.000708)|Poet;;;[Wells, John]()|Artist""","[""Aidoo, Ama Ata 'Christina'""]","[""Moore, A.""]","1960","","","","[""apdp.publication.000001""]",""
"","Senegal's shining beacon (1990-09-14)","apdp.news.000094","Senegal's shining beacon","Book Review","1990-09-14","['rechlrrQ3ggxkp9tc']","[""The Times Literary Supplement""]","p. 966","http://link.galegroup.com/apps/doc/EX1200177419/GDCS?u=linc74325&sid=GDCS&xid=7490e0bf","GALE|EX1200177419","2019-06-29","[""The Times Literary Supplement Historical Archive""]","['recPtoWyYeZuupAcO']","Roland Oliver reviews Janet G. Vaillant's biography of Leopold Senghor. The book is ""directed far more towards Senghor's contribution as a poet and thinker than to his career as a politician and statesman"" which ""makes agreeable reading."" ","","","","[""biography"", ""politician""]"," - ","","['recT6NXxSvhql7Iby', 'recGGaMaBJ01YQglr', 'recHJp0PzEjKEGJ60']","Publish","""[Senghor, Léopold Sédar](apdp.person.itn.001141)|Poet;;;[Oliver, Roland]()|Critic;;;[Oliver, Roland]()|Article Author;;;[Vaillant, Janet G.]()|Writer""","[""Senghor, Léopold Sédar""]","[""Oliver, Roland""]","1990","","","","[""apdp.publication.000001""]",""
"","Senegalese President (1960-09-06)","apdp.news.000095","Senegalese President","News Report","1960-09-06","['rec3qJ9cAS12R9eSf']","[""The Times""]","p. 8","http://link.galegroup.com/apps/doc/CS136535846/GDCS?u=linc74325&sid=GDCS&xid=814523b1","GALE|CS136535846","2019-06-29","[""The Times Digital Archive""]","['recIReHwRKnt2RoPo']","M. Leopold Senghor, poet and statesman, was today elected unanimously as first President of the Senegalese Republic. The election which follows Senegal's breakaway last month from the Mali Federation with Sudan, was by an electoral college consisting of National Assembly deputies, and representatives of regional and municipal authorities.","","['recQXG7bqCCIHX5A5']","""[Election of Léopold Sédar Senghor, September 1960](apdp.event.000022)""","[""democracy""]"," - ","© Times Newspapers Limited.","['recUz1j4tFRpcOcpv']","Publish","""[Senghor, Léopold Sédar](apdp.person.itn.001141)|Poet""","[""Senghor, Léopold Sédar""]","","1960","","","","[""apdp.publication.000005""]",""
"","Senghor of Senegal Steps Down (1980-12-31)","apdp.news.000091","Senghor of Senegal Steps Down","News Report","1980-12-31","['recUJx63zIdeRzpEV']","[""Financial Times""]","p. 3","http://link.galegroup.com/apps/doc/HS2304405368/GDCS?u=linc74325&sid=GDCS&xid=ff46f653","GALE|HS2304405368","2019-06-29","[""Financial Times Historical Archive""]","['rec1JYumETGoKwKwp']","President Leopold Sedar Senghor, 74, of Senegal steps down today after 20 years in office and is replaced by Mr. Abdou Diouf, who has been his Prime Minister for the past 10 years. It was essentially Senghors international stature as intellectual and world-renowned poet that put his poor and arid country on the map. Now by retiring to smooth the succession and in going against current African trends by recently setting up a functioning multi party democracy, Senghor has displayed an independence and foresight rare in the continent.","","['rectH7XyEp98KKsJq']","""[Retirement of Léopold Sédar Senghor](apdp.event.000021)""","[""democracy""]"," - ","© The Financial Times Limited. All rights reserved.","['recFVTguseBlYSjs3', 'rec46Rx0GhMDNmdkB', 'recUROFrPlxq66jij']","Publish","""[Senghor, Léopold Sédar](apdp.person.itn.001141)|Poet;;;[Morgan, Susan]()|Reporter;;;[Diouf, Abdou]()|Reporter""","[""Senghor, Léopold Sédar""]","","1980","","","","[""apdp.publication.000002""]",""
"","Seventy-five years on (1985-04-19)","apdp.news.000151","Seventy-five years on","Critical Article","1985-04-19","['rechlrrQ3ggxkp9tc']","[""The Times Literary Supplement""]","p. 452","http://link.galegroup.com/apps/doc/EX1200447105/GDCS?u=linc74325&sid=GDCS&xid=5d77d54d","GALE|EX1200447105","2019-07-06","[""The Times Literary Supplement Historical Archive""]","['recPtoWyYeZuupAcO']","""[This study] by Professor Cory, of the Rhodes University College, Grahamstown, approaches more nearly to a high standard of historical writing than any book we have yet seen on South African history...After a brief sketch of the origin of the Dutch settlement at the Cape this volume, the first of four contemplated, is almost entirely concerned with the fortunes of the eastern province... There is, however, one curious ommission. Thomas Pringle, the only South African poet known to the outside world, is but twice mentioned, and on both occasions in a manner depreciatory of his testimony with regard to controversial matters. Pringle undoubtedly after his return to Cape Town took a bitter view of all dealings of South Africans with the natives, and he may have been as wrong-headed as Professor Cory represents him; but at any rate his experiences as one of the earliest settlers on the Baviaans River and his enthusastic poems on the life he and his companions led should have awakened a sympathetic chord in so great a lover of the eastern province as Professor Cory..."" ","","","","[""colonialism"", ""indigenous"", ""identity""]"," - ","","['recKcUPDX4jKT2Njc', 'recprIwv7XPKkXNKD', 'recQa3CJ9gxkVaCeG']","Publish","""[Pringle, Thomas](apdp.person.itn.000168)|Poet;;;[Williams, Basil]()|Critic;;;[Williams, Basil]()|Article Author;;;[Cory, George Edward  'G. E.']()|Academic""","[""Pringle, Thomas""]","[""Williams, Basil""]","1980","","","","[""apdp.publication.000001""]",""
"","Shaka's Bracelet for Zulus: Gift to New Museum (1957-03-08)","apdp.news.000062","Shaka's Bracelet for Zulus: Gift to New Museum","News Report","1957-03-08","['rec3qJ9cAS12R9eSf']","[""The Times""]","p. 9","http://link.galegroup.com/apps/doc/CS152524904/GDCS?u=linc74325&sid=GDCS&xid=8dd7d04e","GALE|CS152524904","2019-06-29","[""The Times Digital Archive""]","['recIReHwRKnt2RoPo']","The news report features information about a donation of an ivory bracelet once worn by Shaka, the Zulu king. It was acquired at a charity sale by Sir Shane Leslie, who returned it to the Zulu nation in Natal to be placed in a national museum in honor of Sir Marshall Campbell. Roy Campbell is a distinguished member of the same family.","","['rec2t6Mnjxq2594U7']","""[Building of the memorial, Mashu Campbell Bantu Museum](apdp.event.000020)""","[""museum"", ""memorial""]"," - ","© Times Newspapers Limited.","['recoBbxzyFZfldQMA', 'recDgbWzAPzf74je9', 'reczYTPDKCC7cdr7k']","Publish","""[Campbell, Roy](apdp.person.itn.000514)|Poet;;;[kaSenzangakhona, Shaka 'Shaka Zulu']()|Politician;;;[Leslie, Shane]()|Politician""","[""Campbell, Roy""]","","1950","","","","[""apdp.publication.000005""]",""
"","Sheer ingenuity of Soyinka's plot (1966-12-13)","apdp.news.000137","Sheer ingenuity of Soyinka's plot","Play Review","1966-12-13","['rec3qJ9cAS12R9eSf']","[""The Times""]","p. 6","http://link.galegroup.com/apps/doc/CS100887437/GDCS?u=linc74325&sid=GDCS&xid=50334843","GALE|CS100887437","2019-06-29","[""The Times Digital Archive""]","['recIReHwRKnt2RoPo']","Royal Court Theatre: The Lion and the Jewel by Wole Soyinka. This is the third play by Wole Soyinka to appear in London since last year, and this work alone is enough to establish Nigeria as the most fertile new source of English-speaking drama since Synge's discovery of the Western Isles. Even this comparison does Soyinka less than justice, for he is dealing not only with a rich folk material, but with the impact of the modern world on tribal custom: to find any parallel for his work in English drama you have to go back to the Elizabethans...It is tempting to linger over the sheer ingenuity of Soyinka's plot. But what comes over even more strongly in Desmond O'Donovan's production is his originality of scene construction (a sparring match in proverbs, reflected in a simultaneous wrestling bout), and the richly expressive range of speech idioms...","","['recDU9QE7t0dzQEU5', 'recR0OYlGTFc1HxWj']","""[Performance of \""The Road\"" by Wole Soyinka](apdp.event.000049);;;[Performance of \""The Lion and the Jewel\"" by Wole Soyinka.](apdp.event.000055)""","[""identity"", ""drama""]"," - ","© Times Newspapers Limited.","['rec72cmW3XSFw34RB', 'recU7YGIrgFaXPxg4', 'recOCA5IpWPL2sKLV', 'recefvTDqTzNKM5FH', 'recFWsnU5V8xapSGO']","Publish","""[O'Donovan, Desmond]()|Artist;;;[Ngakane, Lionel]()|Artist;;;[Bright-Taylor, Hannah]()|Artist;;;[Debayo, Jumoke]()|Artist;;;[Soyinka , Wole 'Akinwande Oluwole Babatunde'](apdp.person.itn.000930)|Poet""","[""Soyinka , Wole 'Akinwande Oluwole Babatunde'""]","","1960","","","","[""apdp.publication.000005""]",""
"","Sky One (2003-03-02)","apdp.news.000335","Sky One","Radio Schedule","2003-03-02","['recd5QaydfA6Ls4RM']","[""The Sunday Times""]","70[S10]","https://link.gale.com/apps/doc/FP1803410721/STHA?u=linc74325&sid=gale_api&xid=25d1f6d0","GALE|FP1803410721","2024-06-26","[""The Sunday Times Historical Archive""]","['rec5hnSzuyYB34qhu']","""BBC4...7:30 Chinua Achebe""","","","",""," - ","© Times Newspapers Limited.","","Publish","","","","2000","","","","[""apdp.publication.000003""]",""
"","Sky One (2003-03-09)","apdp.news.000337","Sky One","Radio Schedule","2003-03-09","['recd5QaydfA6Ls4RM']","[""The Sunday Times""]","66[S9]","https://link.gale.com/apps/doc/FP1802457671/STHA?u=linc74325&sid=gale_api&xid=5654e7d8","GALE|FP1802457671","2024-06-26","[""The Sunday Times Historical Archive""]","['rec5hnSzuyYB34qhu']","BBC4 7:00 pm Chinua Achebe: Profile","","","",""," - ","© Times Newspapers Limited.","","Publish","","","","2000","","","","[""apdp.publication.000003""]",""
