"airtableID","Unique-ID","Name last","Name given","Name alt","Name markdown","Featured","Ethnicity","Country of Nationality","Country","Region","Gender","birth-year","birth-decade","birth-place","birth_spatial.city","birth_spatial.country","death-year","death-place","Education","Selected Works Title","Poems","Poetry Collections","Speeches-Lectures-Interviews-Performances-Critical Media","Selected Works Years Published","Publisher Name","Publisher Location (City and Country","Languages spoken","Publisher Type","Authority","Bio","Bio Creator","Notes","Bio Sources (MLA)","Contact","Status","In the News?"
"","apdp.cap.000265","Nirina","Esther","","[Nirina, Esther](apdp.cap.000265)","","Madagascan","","Kenya, Madagascar","Eastern Africa","F","1932","1930","Madagascar","","""Madagascar""","2004","Madagascar","No Formal Higher Education","
","","Silencieuse respiration (1975); Simple voyelle (1980); Lente spirale (1990, Antananarivo, Madagascar); Multiple solitude (1997), Saint Benoît, Reunion: National Academy, Letters and Sciences; Rien que lune: Oeuvres poétiques (1998, Sépia, Paris); Mivolana an-tsoratra / Le dire par écrit (2004, Saint-Denis, la Réunion)
","","","['Sepia', 'Reunion: National Academy', 'Letters and Sciences']","Antananarivo, Madagascar; Paris, France","French, Malgache","","https://viaf.org/viaf/51233071/","Esther Nirina was born in 1932 on the central highlands of Madagascar. From 1953 to 1983, she lived and worked as a librarian at Orléans, France. She is the author of several poetry collections including Lente spirale (Spiral Lens) (1990), Multiple solitude (1997), Rien que lune : Oeuvres poétiques (Nothing but the Moon: Poetic Works) (1998), among others. Her second volume of poetry, Simple voyelle, was awarded the ADELF Grand Prix Littérature de Madagascar. In her writings, she focuses on themes of unity, creation, and after joining the group, ""Les Amis de Rochefort,"" she learned about surrealism, which influenced her style of writing. She returned from France in 1990 and died in 2004 in Antananarivo, Madagascar.","Tryphena Yeboah"," Is the country Kenya or Madagascar? Tryphena has Madagascar. (if no suitable poem found for anthology)","Esther Nirina, and Carole Beckett. “Esther Nirina Speaks to Carole Beckett.” Research in African Literatures, vol. 34, no. 2, 2003, pp. 175–82. Accessed 7 Apr. 2022. “Contributor: Esther Nirina.” Words Without Borders, https://www.wordswithoutborders.org/contributor/esther-nirina. Accessed 7 Apr. 2022. “Esther Nirina.” Wikipedia, Wikimedia Foundation, 23 Apr. 2020, https://en.wikipedia.org/wiki/Esther_Nirina. Accessed 7 Apr. 2022.","","",""
"","apdp.cap.000266","Nissabouri","Mostafa","","[Nissabouri, Mostafa](apdp.cap.000266)","","","","Morocco","Northern Africa","M","","","","","","","","","","","","","","","","","","https://viaf.org/viaf/256756371/","","","","","","",""
"","apdp.cap.000267","Njanke","Marcel","","[Njanke, Marcel](apdp.cap.000267)","","","","Cameroon","Middle Africa","M","","","","","","","","","","","","","","","","","","","","","","","","",""
"","apdp.cap.000268","Nkulu","Mutombo","","[Nkulu, Mutombo](apdp.cap.000268)","","","","Democratic Republic Of Congo","Middle Africa","M","","","","","","","","","","","","","","","","","","","","","","","","",""
"","apdp.cap.000269","nnadi","Amu","","[nnadi, Amu](apdp.cap.000269)","","","","Nigeria","Western Africa","M","","","","","","","","","","","","","","","","","","","","","","","","",""
"","apdp.cap.000270","Nsengiynva","Beverley Nambozo","","[Nsengiynva, Beverley Nambozo](apdp.cap.000270)","","","","Uganda","Eastern Africa","F","","","","","","","","","","","","","","","","","","https://viaf.org/viaf/185807456/","","","This is Beverely Nambozo ""Nsengiyunva""","","","",""
"","apdp.cap.000271","Nwakanma","Obi","","[Nwakanma, Obi](apdp.cap.000271)","","","","Nigeria","Western Africa","M","1966","1960","Ibadan, Oyo State","""Ibadan""","""Nigeria""","","N/A","University of Jos, Nigeria (1989) MFA Poetry at Washington University in St. Louis PhD, Saint Louis University in St. Louis, Missouri","
","","The Roped Urn The Horsemen And Other Poems (Trenton, NJ : Africa World Press, 2007); Christopher Okigbo 1930-67: Thirsting for Sunlight (biography) (Woodbridge : James Currey, 2017); Birthcry (Ibadan, Oyo State, Nigeria : Kraftgriots, 2016)
","","","['Africa World Press', 'James Currey', 'Kraftgriots']","Trenton, NJ; Oyo State, Nigeria; ","English","","","Obi Nwakanma was born in 1966 in Ibadan, Oyo State. His first collection of poems, The Roped Urn, won the ANA / Cadbury Gabriel Okara Prize for Poetry in 2007. He also has two other poetry collections: The Horsemen And Other Poems (2007) and Birthcry (2016), which was longlisted for the 2013 Nigeria Prize for Literature. Poet, journalist and literary critic, his work focuses on a range of subjects including renaissance, cultural nationalism, decolonization, and representations within African literature. He earned a degree in English at the University of Jos and an MFA in Poetry from the Washington University in St. Louis. He also received his PhD in English from the Saint Louis University in St. Louis, Missouri. Nwakanma is a professor at the University of Central Florida where he teaches creative writing, transnational literatures, and black diaspora.","Tryphena Yeboah","","“Obi Nwakanma .” Wikipedia, Wikimedia Foundation, 7 Apr. 2022, https://en.wikipedia.org/wiki/Obi_Nwakanma. Accessed 18 May 2022. “Dr. Obi Nwakanma Discusses the Power of Storytelling and Poetry.” Central Florida News, 90.7 WMFE, 11 Feb. 2021, https://www.wmfe.org/dr-obi-nwakanma-discusses-the-power-of-storytelling-and-poetry/173968. Accessed 18 May 2022. “Renascent Africa and Cultural Nationalism - Fellows' Seminar by Obi Nwakanma.” Stellenbosch Institute for Advanced Study, 17 Jan. 2020, https://stias.ac.za/2019/12/renascent-africa-and-cultural-nationalism/. Accessed 18 May 2022. Thien, Madeleine. “Okigbo's Generation: A Conversation with Obi Nwakanma.” Brick, 3 Oct. 2019, https://brickmag.com/okigbos-generation-a-conversation-with-obi-nwakanma/. Accessed 18 May 2022. “Obi Nwakanma.” English Department, https://english.cah.ucf.edu/faculty-staff/. Accessed 18 May 2022.","","",""
"","apdp.cap.000272","Nyamubaya","Freedom","","[Nyamubaya, Freedom](apdp.cap.000272)","","","","Zimbabwe","Eastern Africa","F","","","","","","","","","","","","","","","","","","https://viaf.org/viaf/61609397/","","","","","","",""
"","apdp.cap.000273","Nyathi","Albert","","[Nyathi, Albert](apdp.cap.000273)","","","","Zimbabwe","Eastern Africa","M","","","","","","","","","","","","","","","","","","https://viaf.org/viaf/86145003296761301574/","","","","","","",""
"","apdp.cap.000274","Nyezwa","Mxolisi","","[Nyezwa, Mxolisi](apdp.cap.000274)","","","","South Africa","Southern Africa","M","","","","","","","","","","","","","","","","","","https://viaf.org/viaf/89915180/","","","","","","",""
"","apdp.cap.000275","Obiwu","Obiwu","","[Obiwu, Obiwu](apdp.cap.000275)","","","","Nigeria","Western Africa","M","","","","","","","","","","","","","","","","","","","","","","","","",""
"","apdp.cap.000276","Oguibe","Olu","","[Oguibe, Olu](apdp.cap.000276)","","Igbo","","Nigeria","Western Africa","M","1964","1960","Aba, Nigeria","""Aba""","""Nigeria""","","N/A","University of Nigeria, Nsukka, Fine and Applied Arts (B.A.) 1986 School of Oriental and African Studies, University of London, Art History (Ph.D.) 1992","
","","I Am Bound to this Land by Blood: Collected Poems (Uhie, 2013 ); A Gathering Fear (Bayreuth: Boomerang Press, 1992); A Song from Exile (Bayreuth: Boomerang Press, 1990)
","","","['Boomerang Press', 'Uhie']","","","","","Olu Oguibe was born in Aba, Nigeria, in 1964. An award-winning artist, academic, and writer, he has worked as a professor of art and African American studies and was a fellow at the Vera List Center for Art and Politics in 2000. He was a senior fellow of the Smithsonian Institution in 2006, and a resident scholar at the Rockefeller Study and Conference Center in Bellagio, Italy in 1999. He has published three books of poetry: I Am Bound to this Land by Blood (2013), A Song from Exile (1990), and A Gathering Fear, which won the 1992 Christopher Okigbo All-Africa Prize for Literature.","Uche Okonkwo
","","“Olu Oguibe,” Wikipedia, https://en.wikipedia.org/wiki/Olu_Oguibe Accessed 4 June 2022 The Sylvia H. Williams Gallery. “Olu Oguibe,” https://africa.si.edu/exhibits/olu.htm. Accessed 5 June 2022. Vera List Center for Art and Politics. “Olu Oguibe Fellow, 2000,” https://veralistcenter.org/network/olu-oguibe/. Accessed 5 June 2022. Plexus.org. “Olu Oguibe Biography,” https://plexus.org/oguibe/bio.html. Accessed 5 June 2022.","","",""
"","apdp.cap.000277","Ogunlesi","Tolu","","[Ogunlesi, Tolu](apdp.cap.000277)","","Yoruba","","Nigeria","Western Africa","M","1982","1980","Edinburgh, Scotland","""Edinburgh""","""Scotland""","","N/A","2004: Bachelor of Pharmacy (B. Pharm), University of Ibadan (Nigeria) 2011: Masters (MA) in Creative Writing, University of East Anglia (UK)","
","","Listen to the Geckos Singing from a Balcony (Canada: Bewrite Books, 2004)
","","","['Bewrite Books']","Canada","","","","Tolu Ogunlesi was born in Edinburgh, Scotland in 1982, and grew up in Nigeria. He attended University of Ibadan, where he received a Bachelor of Pharmacy in 2004. He also has an MA in Creative Writing from University of East Anglia. A writer and award-winning journalist, Ogunlesi is the author of the poetry collection, Listen to the Geckos Singing from a Balcony (2004). He was awarded the Dorothy Sargent Rosenberg poetry prize in 2006, and the Nordic Africa Institute Guest Writer Fellowship in 2008. In 2016, he was appointed Special Assistant on Digital/New Media to Nigerian president, Muhammadu Buhari.","Uche Okonkwo
","","“Tolu Ogunlesi.” Wikipedia, https://en.wikipedia.org/wiki/Tolu_Ogunlesi. Accessed March 20, 2022. Ogunlesi, Tolu. “The Other Nollywood,” Nigeria World, July 18, 2004https://nigeriaworld.com/articles/2004/jul/182.html. Accessed March 20, 2022. “About.” Toluogunlesi.wordpress.com, https://toluogunlesi.wordpress.com/about/. Accessed March 20, 2022.","","",""
"","apdp.cap.000278","Ojaide","Tanure","","[Ojaide, Tanure](apdp.cap.000278)","","Urhobo","","Nigeria","Western Africa","M","1948","1940","Delta State, Nigeria","""Delta State""","""Nigeria""","","N/A","Syracuse University, Syracuse, 1979-81 Ph.D. (English). Syracuse University, Syracuse, 1978-79 M.A. (Creative Writing). University of Ibadan, Nigeria, 1968-71 B.A. Honors (English).","
","","• Narrow Escape: A Poetic Diary of the Coronavirus Pandemic (Denver: Spears Books, 2021) • The Questioner (Ibadan: Kraft Books, 2018) • Songs of Myself: A Quartet (Ibadan: Kraft Books, 2015) • Love Gifts (Lagos: African Heritage Press, 2013) • The Beauty I Have Seen (Lagos: Malthouse, 2010) • Waiting for the Hatching of a Cockerel (Trenton, NJ: Africa World Press, 2008) • The Tale of the Harmattan (Cape Town: Kwela Books, 2007; Ibadan, Nigeria: Kraft Books, 2015) • In the House of Words (Lagos: Malthouse Press Ltd, 2005) • I Want to Dance and Other Poems (San Francisco: African Heritage Press, 2003) • In the Kingdom of Songs (Trenton, NJ: Africa World Press, 2002). • Invoking the Warrior Spirit: New and Selected Poems (Trenton, NJ: Africa World Press, 2000). • When It No Longer Matters Where You Live (Calabar, Nig.: University of Calabar Press, 1999). • Invoking the Warrior Spirit (Ibadan: Heinemann, 1999). • Delta Blues and Home Songs (Ibadan: Kraft Books, 1998). • Daydream of Ants (Lagos: Malthouse, 1997). • The Blood of Peace (Oxford, UK: Heinemann, 1991). • The Fate of Vultures (Lagos: Malthouse, 1990). • The Endless Song (Lagos: Malthouse, 1988). • The Eagle’s Vision (Detroit: Lotus, 1987). • Labyrinths of the Delta (New York: Greenfield Review Press, 1986). • Children of Iroko & Other Poems (New York: Greenfield Review Press, 1973).
","","","['Spears Books', 'Kraft Books', 'African Heritage Press', 'Africa World Press', 'University of Calabar Press', 'Heinemann', 'Malthouse', 'Lotus', 'Greenfield Review Press']","Denver, Colorado, USA; Ibadan, Nigeria; Lagos, Nigeria; Trenton, New Jersey, USA; Cape Town, South Africa; Calabar, Nigeria; Oxford, UK; Detroit, Michigan, US; New York, USA","Urhobo, English","","","Tanure Ojaide was born in Nigeria in 1948. He has a B.A. in English from University of Ibadan, Nigeria, and an M.A. (Creative Writing) and Ph.D. (English) from Syracuse University. An accomplished poet and academic, Ojaide is the author of many collections of poetry including Narrow Escape: A Poetic Diary of the Coronavirus Pandemic (2021), The Questioner (2018), Love Gifts (2013), The Beauty I Have Seen (2010), and Songs of Myself: A Quartet (2015), which won the 2018 Wole Soyinka Prize for Literature in Africa. He has won other awards for poetry including the Commonwealth Poetry Prize for the Africa Region (1987), the All-Africa Okigbo Prize for Poetry (1988, 1997), the BBC Arts and Africa Poetry Award (1988), and the Association of Nigerian Authors Poetry Award (1988, 1994, 2003, and 2011). He is currently the Frank Porter Graham Professor of Africana Studies at The University of North Carolina at Charlotte.","Uche Okonkwo
","","“Tanure Ojaide.” Wikipedia, https://en.wikipedia.org/wiki/Tanure_Ojaide. Accessed 22 May 2022. “Tanure Ojaide.” Charlotte.edu, https://pages.charlotte.edu/tanure-ojaide/. Accessed 22 May 2022. Hurs & Ryder. “Tanure Ojaide.” https://hursandryder.wordpress.com/tanure-ojaide/biography-tanure-ojaide/. Accessed 22 May 2022. “Tanure Ojaide’s Narrow Escape Documents a Poet’s Journey Through the Pandemic.” Review of Narrow Escapes: A Poetic Diary of the Coronavirus Pandemic, by Tanure Ojaide. Brittle Paper, 5 July 2021, https://brittlepaper.com/2021/07/tanure-ojaides-narrow-escape-documents-a-poets-journey-through-the-pandemic/. Accessed 22 May 2022. Biographical Legacy and Research Foundation, Nigeria. “Prof. Ojaide, Tanure.” https://blerf.org/index.php/biography/ojaide-prof-tanure/. Accessed 22 May 2022.","","",""
"","apdp.cap.000279","Okai","Atukwei","","[Okai, Atukwei](apdp.cap.000279)","","Ga","","Ghana","Western Africa","M","1941","1940","Accra, Ghana","""Accra""","""Ghana""","2018","Accra, Ghana","M.A. (Litt.), the Maxim Gorky Literature Institute, 1967 Master of Philosophy (M.Phil) degree, School of Slavonic and East European Studies, 1971","
","","Flowerfall (London: Writers' Forum. London, 1969); Oath of the Fontonfrom and Other Poems (New York: Simon & Schuster, 1971); Lorgorligi: Logarithms and Other Poems (Ghana Publishing Corporation, 1974); Freedom Symphony: Selected and New Love Poems (Ghana Publishing Company, 2008); Mandela the Spear and Other Poems (Johannesburg: African Perspectives, 2013)
","","","[""Writers' Forum"", 'Simon and Schuster', 'Ghana Publishing Corporation', 'Ghana Publishing Company', 'African Perspectives']","London; New York; Ghana; Johannesburg, South Africa","Twi, English, Dagbani, Mamprulli","","https://viaf.org/viaf/46378080","Atukwei Okai was born in 1941 in Accra, Ghana. His first collection of poems, Flowerfall, was published in June 1969. His other collections include Oath of the Fontonfrom and Other Poems (1971), Lorgorligi: Logarithms and Other Poems (1974), Freedom Symphony: Selected and New Love Poems (2008) and Mandela the Spear and Other Poems (2013). Okai’s poems have been translated into several languages and anthologized over the years. Rooted in oral tradition, his writings have been recognized as having Pan-Africanist vision. In 1961, on a scholarship from the government of President Kwame Nkrumah, he went to Moscow, where he earned his MA at Maxim Gorky Literature Institute in 1967. He later received his M.Phil from the School of Slavonic and East European Studies in London in 1971. He was Secretary-General of the Pan African Writers' Association in 1989. Okai died in 2018 in Accra.","Tryphena Yeboah","","“Atukwei Okai.” Wikipedia, Wikimedia Foundation, 30 Jan. 2022, https://en.wikipedia.org/wiki/Atukwei_Okai. Accessed 4 February 2022. “Profile of the Late Prof Atukwei Okai.” GhanaWeb, 14 July 2018, https://www.ghanaweb.com/GhanaHomePage/NewsArchive/Profile-of-the-late-Prof-Atukwei-Okai-668610. Accessed 4 February 2022. “Prof. Atukwei Okai.” The HACSA, Heritage And Cultural Society of Africa, https://thehacsa.org/hacsa-profile/board/prof-atukwei-okai-profile/. Accessed 4 February 2022. Okai, Atukwei, and Gheysika Agambila. “Atukwei Okai in Conversation with Gheysika Agambila (2018).” Obsidian, vol. 44, no. 2, Board of Trustees of Illinois State University. Accessed 4 February 2022.","","",""
"","apdp.cap.000280","Okara","Gabriel","","[Okara, Gabriel](apdp.cap.000280)","True","Ijaw","","Nigeria","Western Africa","M","1921","1920","Bumoundi (in present-day Bayelsa State), Nigeria","""Bumoundi""","""Nigeria""","2019","Yenagoa, Bayelsa State, Nigeria","Yaba Higher College (Art and writing)

Northwestern University, Comparative journalism (1960)
","
","","The Fisherman’s Invocation (collected poetry) (London: Heinemann Educational, 1978); The Dreamer, His Vision (Port Harcourt: University of Port Harcourt Press, 2004); Collected Poems (edited and with an introduction by Brenda Marie Osbey) (University of Nebraska Press, African Poetry Book Series, 2016)
","","","['Heinemann Educational', 'University of Port Harcourt Press', 'University of Nebraska Press']","London, UK; Lincoln, Nebraska, USA; Port Harcout, Nigeria","Ijaw, English","","","Gabriel Okara was born in Bumoundi (in present-day Bayelsa State), Nigeria in 1921. He studied art and writing at Yaba Higher College, and journalism at Northwestern University in Evanston, Illinois. In 1953 he won the Best All-Around award at the Nigerian Festival of Art for his poem “Call of the River Nun,” which would later be published in the literary magazine, Black Orpheus. His published poetry collections include The Dreamer, His Vision (2004), which won the 2005 NLNG Nigeria Prize for Literature, and The Fisherman’s Invocation (1978), for which he won the Commonwealth Joint Poetry Award in 1979. He died in 2019 in Yenagoa, Nigeria. Works
Poems

    Adhiambo
    For Ada Udechukwu
    You Laughed and Laughed and Laughed

Poetry Collections

    The Fisherman's Invocation. Heinemann, 1978.
    The Dreamer, His Vision. University of Port Harcourt Press, 2004.
    As I See It. University of Port Harcourt Press, 2006.
    Collected Poems (edited and with an introduction by Brenda Marie Osbey). University of Nebraska Press, 2016.
    Speeches, Lectures, Interviews, Performances / Critical Articles, Media:
        Ajeluorou, Anote. ""‘Gabriel Okara has written in all genres, yet not much attention has been given to his work’"", The Guardian (Nigeria), 19 March 2017.
        Ajeluorou, Anote. ""Gabriel Okara… Restoring the genius of Africa’s oldest living poet"", The Guardian (Nigeria), 5 May 2017.
        Echeruo, Michael J.C. ""Gabriel Okara: A Poet and His Seasons."" World Literature Today, 1992: 454–456
        Green, Eldred Ibibiem. Gabriel Okara: The Man and His Art. Port Harcourt, Nigeria: Onyoma Research Publications, 2007.
        Kahora, Billy. ""Penpoints, Gunpoints, and Dreams: A history of creative writing instruction in East Africa"", Chimurenga Chronic, 18 April 2017.
        Willhardt, Mark. Who's Who in 20th Century World Poetry, Routledge (2001, ISBN 0-415-16355-2), p. 237.
    Biography:

    Gabriel Okara, a prize-winning author whose literary career spans six decades, is rightly hailed as the elder statesman of Nigerian literature. The first Modernist poet of anglophone Africa, he is best known for The Fisherman’s Invocation (1978), The Dreamer, His Vision (2005), and for his early experimental novel, The Voice (1964).

    Gabriel Okara was born at Bumoundi, Bayelsa State, in the Niger Delta in 1921 and educated at Government College Umuahia in Nigeria and Northwestern University in Evanston, Illinois. He worked as a bookbinder and printer for Federal Government Press at Lagos, served as the director of cultural and information services for the short-lived Republic of Biafra, and was the general manager of the Rivers State newspaper and broadcasting corporations. He was an honorary member of the Pan-African Writers’ Association, a fellow of the Nigerian Academy of Letters, and served as a writer in residence at the University of Port Harcourt, Rivers State, Nigeria.

    (source University of Nebraska Press)","Uche Okonkwo
","","“Gabriel Okara.” Wikipedia, https://en.wikipedia.org/wiki/Gabriel_Okara. Accessed 4 June 2022. Britannica, The Editors of Encyclopaedia. ""Gabriel Okara"". Encyclopedia Britannica, https://www.britannica.com/biography/Gabriel-Okara. Accessed 4 June 2022. ""Okara, Gabriel."" Contemporary Black Biography. Encyclopedia.com. 2 Jun. 2022 <https://www.encyclopedia.com> Accessed 4 June 2022. “Famous writer, poet, Gabriel Okara, dies at 97.” Vanguard Newspaper, 25 March 2019, https://www.vanguardngr.com/2019/03/famous-writers-poets-gabriel-okara-dies-at-97/. Accessed 4 June 2022. Obi-Young, Otosirieze. “Gabriel Okara, Whose Modernist Works Changed African Poetry, Passes on at 97.” Brittle Paper, 28 March 2019, https://brittlepaper.com/2019/03/gabriel-okara-whose-modernist-works-changed-african-poetry-passes-on-at-97/. Accessed 4 June 2022.","","",""
"","apdp.cap.000281","Okewole","Niran","","[Okewole, Niran](apdp.cap.000281)","","Yoruba","","Nigeria","Western Africa","M","1977","1970","Nigeria","","""Nigeria""","","N/A","University of Ibadan, Medicine and Surgery, 2002","
","","Logarhythms (Ibadan: Khalam Editions, 2005); The Hate Artist (Ibadan: Khalam Editions, 2015)
","","","['Khalam Editions']","Ibadan, Nigeria","","","","Niran Okewole was born in 1977. He is a psychiatrist, playwright, essayist, and poet. He won the MUSON Festival Poetry Prize in 2002 and 2003 and was a recipient of the Sawubona Music Jam/Berlin International Poetry Festival Prize in 2008. Okewole’s poems have appeared in ANA Review, Mindfire Review, Farafina Magazine, African Writing, Saraba, and Maple Tree Literary Supplement. He has published two poetry collections: Logarhythms (2005) and The Hate Artist (2015).","Uche Okonkwo
","","“The Hate Artist,” African Writing Online, June-August 2007, https://www.african-writing.com/aug/niran.htm. Accessed 5 June 2022. Salaudeen-Adégòkè, Tope. “The Poet as Cartographer | In Conversation: Niran Okewole and Tope Salaudeen-Adégòkè.” Brittle Paper, 15 June 2016, https://brittlepaper.com/2016/06/interview-niran-okewole-tope-salaudeenadgk/. Accessed 5 June 2022. Facebook, “Niran Okewole – About,” https://www.facebook.com/niran.okewole/about. Accessed 5 June 2022. Morgan, Femi. “On Rereading ‘The Hate Artist’,” Medium.com, https://medium.com/@femifairchild/on-rereading-the-hate-artist-cc58eb7ffa07. Accessed 5 June 2022.","","",""
"","apdp.cap.000282","Okri","Ben","","[Okri, Ben](apdp.cap.000282)","","Urhobo","","Nigeria","Western Africa","M","1959","1950","Minna, Nigeria","""Minna""","""Nigeria""","","N/A","Essex University, Comparative Literature,1978","
","","An African Elegy (London: Jonathan Cape, 1992); Wild (London: Rider & Co., 2012); A Fire in My Head: Poems for the Dawn (London: Head of Zeus, 2021)
","","","['Jonathan Cape', 'Penguin Books UK; Rider & Co.; Head of Zeus']","London, UK","English","","","Ben Okri was born in 1959 in Minna, Nigeria. A novelist, playwright, and a poet, Okri is the author of the 1992 poetry collection An African Elegy. His other collections include Wild (2012) and A Fire in My Head: Poems for the Dawn (2021). Okri attended Essex University in London where he studied Comparative Literature. His work, noted for its spiritual and magical realism, has received several awards and honors. He has been a Fellow Commoner in Creative Arts at Trinity College, Cambridge, and is a vice-president of the English Centre of International PEN. In 2012, Okri was appointed the new vice-president of the Caine Prize for African Writing and he’s currently on the board of the Booker Prize Foundation.","Tryphena Yeboah","","“Poet, Novelist, Artist and Speaker.” Ben Okri , https://benokri.co.uk. Accessed 11 February 2022.

“Ben Okri.” Wikipedia, https://en.wikipedia.org/wiki/Ben_Okri. Accessed 11 February 2022.

Tunca, Daria. “Ben Okri: An Introduction.” The Ben Okri Bibliography: An Introduction, http://www.cerep.ulg.ac.be/okri/bointro.html. Accessed 11 February 2022.

“Ben Okri.” The Booker Prizes, https://thebookerprizes.com/the-booker-library/authors/ben-okri. Accessed 11 February 2022.
","","",""
"","apdp.cap.000393","Omoko","Peter","","","","English","Nigeria","Nigeria","Western Africa","M","","","","","","","","","Battles of Pleasure , Three Plays, Crude Nightmen, Majestic Revolt, and Herding South.
","","Battles of Pleasure (2009), Three Plays (an anthology of plays, 2010), Uloho (2013), Crude Nightmen (2015) and Majestic Revolt (2016), Herding South (2019, Malthouse)
","","","['Malthouse Press']","Lagos","English.","","","Peter E. Omoko (Ph.D) is an award-winning playwright/scholar who teaches African oral literature, creative writing, African and European literatures at the Department of English, Delta State College of Education, Mosogar Delta State. Some of his published plays include Battles of Pleasure (2009), Three Plays (an anthology of plays, 2010), Uloho (2013), Crude Nightmen (2015) and Majestic Revolt (2016), Herding South (2019, Malthouse).","Malik, Rasaq","","""Omoko, Peter."" Malthouse Press Limited, https://malthouselagos.com.ng/product/herding-south-poems-2019-by-peter-omoko/. Accessed 28 November 2022. 

Kekeghe, Stephen. ""Omoko’s crude nightmen and the dramatisation of oil-induced lunacy."" The Guardian. Accessed 28 November 2022.

","","",""
"","apdp.cap.000283","Opoku-Agyemang","Kwadwo","","[Opoku-Agyemang, Kwadwo](apdp.cap.000283)","","Akan","","Ghana","Western Africa","M","1952","1950","Kwabeng, Ghana","""Kwabeng""","""Ghana""","","N/A","University of Cape Coast, B.A. Hons., Dip.Ed., Education, 1975; York University, Canada, M.A., 1979; York University, Canada, PH.D., 1986","
","","Cape Coast Castle (Afram Publ. Ltd, Ghana, 1996); Seoul Eyes (Asiatic Research Center, Korea University, South Korea, 1997); Wise Eyes: The Anomabo Poems (Documenting Venture Smith Project, Torrington, CT., 2018)
","","","['Afram Pbl', 'Asiatic Research Center', 'Documenting Venture Smith Project']","Ghana; South Korea; Torrington, CT","Twi, English","","https://viaf.org/viaf/118284993/","Kwadwo Opoku-Agyemang was born in 1952 in Kwabeng, Ghana. His two poetry collections are Cape Coast Castle (1996) and Wise Eyes: The Anomabo Poems, which was the Winner of the 2018 Peter Tillou-Venture Smith Book Prize. In Cape Coast Castle, the poet explores one of three slave castles on the coast of Ghana, chattel slavery, and the trauma of the trans-Atlantic slave trade. In 1975, he received his B.A. Hons., Dip.Ed. in Education from University of Cape Coast, Ghana. He also went to York University, Canada for his undergraduate and doctorate studies. Opoku-Agyemang is a Professor of Literature at University of Cape Coast, Ghana.","Tryphena Yeboah","","Dunne, Susan. “Ghanaian Poet to Receive Inaugural Tillou-Venture Smith Book Prize.” Chicagotribune.com, Chicago Tribune, 12 Dec. 2018, https://www.chicagotribune.com/hc-fea-venture-smith-book-prize-1028-story.html. Accessed 14 March 2022. Young, Rebekah. “Ghanaian Poet Kwadwo Opuko-Agyemang Brings Reflections on Slave Trade to GVSU.” Grand Valley Lanthorn, https://lanthorn.com/58359/pageone/ghanaian_poet_kwadwo_opukoagyemang_brings_reflections_on_slave_trade_to_gvsu/. Accessed 14 March 2022. “Visit of Dr. Kwadwo Opoku-Agyemang .” Martin-Luther-Universitt Halle-Wittenberg, https://www.scm.uni-halle.de/_/reporting_list/aktivitaeten/aktivitaeten_2005/2017584_2017596/. Accessed 14 March 2022.","","",""
"","apdp.cap.000284","Oriogun","Romeo","","[Oriogun, Romeo](apdp.cap.000284)","","","","Nigeria","Western Africa","M","","","","","","","","","","","","","","","","","","","","","(chapbook pending??)","","","",""
